	chr	start	end	TargetGene	PctChange	Significant	Regulated	IncludeInModel	CustomTargetGeneTSS	strand	PrimaryTissue	NeighborhoodCellLine	PerturbMethod	Clonality	RNAReadoutMethod	Reference	Notes	Reason	nKO	semKO	nCtrl	semCtrl	lfcSE	padj	ClassAnnotation	nTests	PowerAtEffectSize=0.1	PowerAtEffectSize=0.2	PowerAtEffectSize=0.25	PowerAtEffectSize=0.5	CellType	TargetGeneTSS	region.id
2821	chr19	12674785	12675285	WDR83OS	-0.02310878	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			51.0	0.0402624985619	863.0	0.010417730402700002		0.916741530673		122.0	0.527937062529	0.993330722684	0.999881937398	1.0	K562		
2822	chr19	12721373	12721981	WDR83OS	0.00513955	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			73.0	0.0402353305116	863.0	0.010417730402700002		0.942333898429		122.0	0.6569024538620001	0.997523388552	0.999970033997	1.0	K562		
2823	chr19	12750825	12751345	WDR83OS	-0.07358730000000001	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			80.0	0.024922244148400004	863.0	0.010417730402700002		0.423974678742		122.0	0.7984561398219999	0.999997162906	0.999999999917	1.0	K562		
2824	chr19	12758305	12758885	WDR83OS	-0.04656063	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			88.0	0.023460326767299998	863.0	0.010417730402700002		0.811961404352		122.0	0.845036129587	0.999999547093	0.999999999997	1.0	K562		
2825	chr19	12782725	12783305	WDR83OS	-0.12470723	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			22.0	0.0638738981614	863.0	0.010417730402700002		0.557517162562		122.0	0.23928528918900002	0.7985813161830001	0.946208073065	0.9999999777590001	K562		
2826	chr19	12787065	12787585	WDR83OS	-0.03586094	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			65.0	0.0526232990173	863.0	0.010417730402700002		0.859314966118		122.0	0.576443631436	0.980153277914	0.9986004734630001	1.0	K562		
2827	chr19	12791925	12792425	WDR83OS	-0.1474079	True	True	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			69.0	0.0394872486422	863.0	0.010417730402700002		0.0041396065364499995		122.0	0.643186086548	0.99756618901	0.999973274984	1.0	K562		
2828	chr19	12792451	12792985	WDR83OS	-0.1752734	True	True	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			52.0	0.037672752072	863.0	0.010417730402700002		0.00220191721246		122.0	0.5413931169139999	0.996120292859	0.999959525425	1.0	K562		
2829	chr19	12807205	12807765	WDR83OS	-0.050279000000000004	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			47.0	0.046458990212699995	863.0	0.010417730402700002		0.811961404352		122.0	0.487849285414	0.980765351671	0.9990956205570001	1.0	K562		
2830	chr19	12813805	12814305	WDR83OS	0.02938293	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			69.0	0.038151669767	863.0	0.010417730402700002		0.863351630342		122.0	0.649846091363	0.998212703451	0.999985277852	1.0	K562		
2831	chr19	12827685	12828205	WDR83OS	-0.01003764	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			35.0	0.0473211755012	863.0	0.010417730402700002		0.942333898429		122.0	0.369213612871	0.958172526102	0.9971254753650001	1.0	K562		
2832	chr19	12832705	12833225	WDR83OS	0.03343287	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			76.0	0.0331881976394	863.0	0.010417730402700002		0.811961404352		122.0	0.712236885897	0.9997034457230001	0.9999994480589999	1.0	K562		
2833	chr19	12833305	12833805	WDR83OS	0.01729793	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			63.0	0.04850741478040001	863.0	0.010417730402700002		0.916741530673		122.0	0.580556857157	0.986753205078	0.999373843663	1.0	K562		
2834	chr19	12834545	12835060	WDR83OS	-0.01857699	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			66.0	0.0409203584626	863.0	0.010417730402700002		0.916741530673		122.0	0.622181133759	0.996312767759	0.999944126358	1.0	K562		
2835	chr19	12845325	12845839	WDR83OS	-0.06227926	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			63.0	0.030051493766099998	863.0	0.010417730402700002		0.811961404352		122.0	0.658221229615	0.999808606062	0.999999850205	1.0	K562		
2836	chr19	12847665	12848522	WDR83OS	-0.05223806	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			88.0	0.030198498645200002	863.0	0.010417730402700002		0.811961404352		122.0	0.781861901124	0.9999536383	0.99999997801	1.0	K562		
2837	chr19	12868285	12868805	WDR83OS	0.0898825	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			85.0	0.0369765301911	863.0	0.010417730402700002		0.14032507529000002		122.0	0.7196623503749999	0.9992760233910001	0.9999963791299998	1.0	K562		
2838	chr19	12871305	12871845	WDR83OS	0.02945963	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			35.0	0.052335790640799996	863.0	0.010417730402700002		0.916741530673		122.0	0.377911635859	0.940973989077	0.9937901376	1.0	K562		
2839	chr19	12876785	12877345	WDR83OS	0.00308861	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			84.0	0.039272473453500004	863.0	0.010417730402700002		0.942333898429		122.0	0.7013480829369999	0.9986027041500001	0.999987788601	1.0	K562		
2840	chr19	12886184	12886825	WDR83OS	-0.01285707	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			60.0	0.0382637137828	863.0	0.010417730402700002		0.942333898429		122.0	0.598983790573	0.9972175130700001	0.99997248835	1.0	K562		
2841	chr19	12888325	12888845	WDR83OS	-0.02341547	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			63.0	0.035670292065400004	863.0	0.010417730402700002		0.916741530673		122.0	0.628891590618	0.998735927905	0.9999936574860001	1.0	K562		
2842	chr19	12889945	12890545	WDR83OS	-0.0207718	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			64.0	0.0291857239283	863.0	0.010417730402700002		0.916741530673		122.0	0.670730190841	0.999878179199	0.9999999362190001	1.0	K562		
2843	chr19	12893105	12893985	WDR83OS	-0.01505059	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			131.0	0.024134868166200002	863.0	0.010417730402700002		0.916741530673		122.0	0.922629946847	0.999999913909	0.999999999999	1.0	K562		
2844	chr19	12895265	12895785	WDR83OS	-0.05739119	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			35.0	0.045288028211	863.0	0.010417730402700002		0.811961404352		122.0	0.36511113946900003	0.9646234897470001	0.998030487865	1.0	K562		
2845	chr19	12900645	12901165	WDR83OS	-0.04135308	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			106.0	0.0261779375247	863.0	0.010417730402700002		0.811961404352		122.0	0.866674028634	0.9999984196430001	0.999999999938	1.0	K562		
2846	chr19	12902005	12902559	WDR83OS	-0.01773641	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			85.0	0.0342463619365	863.0	0.010417730402700002		0.916741530673		122.0	0.739281620603	0.9997034525890001	0.999999322673	1.0	K562		
2847	chr19	12904165	12904665	WDR83OS	-0.01101992	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			91.0	0.0327519920624	863.0	0.010417730402700002		0.942333898429		122.0	0.7697298118629999	0.999867630592	0.999999832284	1.0	K562		
2848	chr19	12906845	12907745	WDR83OS	-0.01563695	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			93.0	0.0264539934695	863.0	0.010417730402700002		0.916741530673		122.0	0.831815841684	0.9999962434190001	0.9999999997769999	1.0	K562		
2849	chr19	12912425	12912974	WDR83OS	0.00637873	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			92.0	0.0292846749812	863.0	0.010417730402700002		0.942333898429		122.0	0.802501143626	0.999976273944	0.999999993124	1.0	K562		
2850	chr19	12916645	12917677	WDR83OS	0.00043624	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			129.0	0.0267247856927	863.0	0.010417730402700002		0.9646289966399999		122.0	0.897000371755	0.999998987774	0.999999999958	1.0	K562		
2851	chr19	12935945	12936745	WDR83OS	-0.03799976	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			97.0	0.0284910022247	863.0	0.010417730402700002		0.811961404352		122.0	0.823760738363	0.9999881174009999	0.999999997879	1.0	K562		
2852	chr19	12939125	12939705	WDR83OS	0.02191712	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			56.0	0.040355957213	863.0	0.010417730402700002		0.916741530673		122.0	0.565473052697	0.994828629214	0.9999163252850001	1.0	K562		
2853	chr19	12941239	12941805	WDR83OS	0.01434856	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			69.0	0.0383988395725	863.0	0.010417730402700002		0.916741530673		122.0	0.648590497933	0.9981036390970001	0.999983492049	1.0	K562		
2854	chr19	12943165	12943725	WDR83OS	0.0482174	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			81.0	0.0312977540678	863.0	0.010417730402700002		0.811961404352		122.0	0.747327172706	0.9998912140999999	0.999999907335	1.0	K562		
2855	chr19	12946045	12946545	WDR83OS	0.0396033	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			75.0	0.036666771702	863.0	0.010417730402700002		0.811961404352		122.0	0.685280045587	0.9990516510690001	0.999995011355	1.0	K562		
2856	chr19	12947025	12947525	WDR83OS	-0.04559502	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			67.0	0.0358108617656	863.0	0.010417730402700002		0.811961404352		122.0	0.651649666445	0.9989335479289999	0.999994872406	1.0	K562		
2857	chr19	12948705	12949508	WDR83OS	-0.00769859	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			64.0	0.0531643469749	863.0	0.010417730402700002		0.942333898429		122.0	0.5710896009359999	0.978566533559	0.998400462141	1.0	K562		
2858	chr19	12951265	12951825	WDR83OS	0.03665328	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			85.0	0.0364632540637	863.0	0.010417730402700002		0.811961404352		122.0	0.7232293361200001	0.999379825403	0.999997291091	1.0	K562		
2859	chr19	12951925	12952425	WDR83OS	0.01911102	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			85.0	0.0273182761107	863.0	0.010417730402700002		0.916741530673		122.0	0.7968371257369999	0.999989343406	0.9999999987450001	1.0	K562		
2860	chr19	12958325	12958825	WDR83OS	-0.01244938	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			68.0	0.032804806010699995	863.0	0.010417730402700002		0.942333898429		122.0	0.674241966538	0.999606046442	0.999999244155	1.0	K562		
2861	chr19	12977965	12978745	WDR83OS	-0.00341757	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			109.0	0.025157279163700003	863.0	0.010417730402700002		0.984597927861		122.0	0.882358882798	0.9999994113439999	0.9999999999889999	1.0	K562		
2862	chr19	12983025	12983525	WDR83OS	0.11942547	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			25.0	0.0616012342418	863.0	0.010417730402700002		0.4815138982600001		122.0	0.276040269724	0.84278528442	0.964562651354	0.9999999968350001	K562		
2863	chr19	12983645	12984185	WDR83OS	-0.00919371	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			38.0	0.04799805833330001	863.0	0.010417730402700002		0.942333898429		122.0	0.404416592789	0.963599894942	0.997538945019	1.0	K562		
2864	chr19	12992085	12992645	WDR83OS	-0.01009094	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			86.0	0.0352189130494	863.0	0.010417730402700002		0.942333898429		122.0	0.735329463633	0.9995985252299999	0.999998780465	1.0	K562		
2865	chr19	12993385	12993885	WDR83OS	0.09282802	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			14.0	0.06901296161539999	863.0	0.010417730402700002		0.811961404352		122.0	0.120830497238	0.603310636884	0.8360397745579999	0.9999974452220001	K562		
2866	chr19	12994425	12994945	WDR83OS	0.09082652	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			14.0	0.0375369411507	863.0	0.010417730402700002		0.811961404352		122.0	0.0187509265365	0.6867845120749999	0.961658389724	1.0	K562		
2867	chr19	12995825	12996325	WDR83OS	-0.08247878	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			70.0	0.0373282557617	863.0	0.010417730402700002		0.389620010252		122.0	0.658989896042	0.9986052920280001	0.999990663935	1.0	K562		
2868	chr19	12996905	12998745	WDR83OS	-0.18742892	True	True	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			200.0	0.021145738681400003	863.0	0.010417730402700002		8.50479660578e-13		122.0	0.95155396052	0.9999999982080001	1.0	1.0	K562		
2869	chr19	12999705	13000205	WDR83OS	-0.0976056	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			13.0	0.071596194912	863.0	0.010417730402700002		0.811961404352		122.0	0.11192288622400001	0.565843525346	0.804245873274	0.9999919218659999	K562		
2870	chr19	13001505	13002192	WDR83OS	-0.02736927	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			87.0	0.028472641459499997	863.0	0.010417730402700002		0.890126058458		122.0	0.795495589706	0.999981377642	0.9999999961079999	1.0	K562		
2871	chr19	13019305	13019805	WDR83OS	-0.02535185	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			42.0	0.050213146140800004	863.0	0.010417730402700002		0.916741530673		122.0	0.44699264481299994	0.965370147361	0.997378519694	1.0	K562		
2872	chr19	13029836	13030425	WDR83OS	-0.02631498	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			86.0	0.030101942381199998	863.0	0.010417730402700002		0.916741530673		122.0	0.7777459114499999	0.999952684041	0.999999977955	1.0	K562		
2873	chr19	13044308	13044885	WDR83OS	-0.04142727	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			82.0	0.035455224241	863.0	0.010417730402700002		0.811961404352		122.0	0.722107230393	0.9995081997640001	0.9999983258409999	1.0	K562		
2874	chr19	13044985	13045485	WDR83OS	-0.08347719	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			19.0	0.0799573243292	863.0	0.010417730402700002		0.811961404352		122.0	0.24048592275800001	0.703828763058	0.8760647110850001	0.9999895941320001	K562		
2875	chr19	13047265	13047765	WDR83OS	0.08975342	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			35.0	0.0526628850046	863.0	0.010417730402700002		0.6649186916040001		122.0	0.38059905593099996	0.9404858353129999	0.9936173627680001	1.0	K562		
2876	chr19	13049025	13049663	WDR83OS	-0.00693954	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			93.0	0.0336871178599	863.0	0.010417730402700002		0.942333898429		122.0	0.769423945294	0.999823495963	0.9999996995389999	1.0	K562		
2877	chr19	13056305	13057565	WDR83OS	0.02542879	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			131.0	0.0282065281256	863.0	0.010417730402700002		0.811961404352		122.0	0.886546450526	0.9999971070039999	0.999999999712	1.0	K562		
2878	chr19	13067818	13068345	WDR83OS	0.01658473	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			84.0	0.027652945074	863.0	0.010417730402700002		0.916741530673		122.0	0.79192697048	0.999986488065	0.9999999980600001	1.0	K562		
2879	chr19	13075665	13076805	WDR83OS	0.00052421	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			127.0	0.0282975696607	863.0	0.010417730402700002		0.9646289966399999		122.0	0.8810614025419999	0.999996547344	0.999999999624	1.0	K562		
2880	chr19	13085005	13085525	WDR83OS	0.03960978	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			39.0	0.045234220225599996	863.0	0.010417730402700002		0.859314966118		122.0	0.414618984017	0.9737274751970001	0.99871849389	1.0	K562		
2881	chr19	13088545	13089065	WDR83OS	0.037286099999999996	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			63.0	0.0485854795725	863.0	0.010417730402700002		0.811961404352		122.0	0.5821836858649999	0.98678952375	0.999372794023	1.0	K562		
2882	chr19	13094325	13094825	WDR83OS	-0.01042345	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			62.0	0.0333249089972	863.0	0.010417730402700002		0.942333898429		122.0	0.6360542086100001	0.999340939359	0.999998291706	1.0	K562		
2883	chr19	13095965	13096465	WDR83OS	0.020483900000000003	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			45.0	0.0421483358088	863.0	0.010417730402700002		0.916741530673		122.0	0.47512094361199997	0.9874823387549999	0.9996536944159999	1.0	K562		
2884	chr19	13107305	13107805	WDR83OS	0.046597	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			88.0	0.0307724344507	863.0	0.010417730402700002		0.811961404352		122.0	0.7787755078890001	0.999939998848	0.9999999638079999	1.0	K562		
2885	chr19	13123985	13124525	WDR83OS	0.01824123	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			65.0	0.0515618370912	863.0	0.010417730402700002		0.916741530673		122.0	0.581354234022	0.9824136756730001	0.9988816866570001	1.0	K562		
2886	chr19	13127205	13127805	WDR83OS	0.00608011	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			36.0	0.045101174426800006	863.0	0.010417730402700002		0.942333898429		122.0	0.379646037149	0.968126361409	0.998327526647	1.0	K562		
2887	chr19	13133545	13134045	WDR83OS	-0.01121585	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			45.0	0.051765815138099996	863.0	0.010417730402700002		0.942333898429		122.0	0.47136266350699996	0.9657696583059999	0.9971874128820001	1.0	K562		
2888	chr19	13144765	13145325	WDR83OS	0.04210886	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			71.0	0.0426509862244	863.0	0.010417730402700002		0.811961404352		122.0	0.638822099501	0.995767844735	0.9999189600830001	1.0	K562		
2889	chr19	13162305	13162805	WDR83OS	0.03384646	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			60.0	0.0392344916709	863.0	0.010417730402700002		0.851140578541		122.0	0.597682946772	0.9966436540799999	0.9999596782729999	1.0	K562		
2890	chr19	13172085	13172605	WDR83OS	0.03230829	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			70.0	0.0335047588296	863.0	0.010417730402700002		0.83058433239		122.0	0.6832510497740001	0.999560859051	0.999998992411	1.0	K562		
2891	chr19	13180365	13180865	WDR83OS	-0.08168255	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			71.0	0.0336140953199	863.0	0.010417730402700002		0.389620010252		122.0	0.6877508334360001	0.9995674610240001	0.9999989923639999	1.0	K562		
2892	chr19	13190225	13190725	WDR83OS	-0.02291536	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			55.0	0.033212277042099995	863.0	0.010417730402700002		0.916741530673		122.0	0.58229354924	0.9989673643070001	0.999996865987	1.0	K562		
2893	chr19	13204505	13205025	WDR83OS	-0.04793383	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			89.0	0.025117494647300002	863.0	0.010417730402700002		0.811961404352		122.0	0.833839088894	0.999998315755	0.999999999956	1.0	K562		
2894	chr19	13208405	13209625	WDR83OS	0.04358394	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			125.0	0.032466557774	863.0	0.010417730402700002		0.811961404352		122.0	0.839700844084	0.9999568215799999	0.999999965247	1.0	K562		
2895	chr19	13213425	13214345	WDR83OS	0.07244145	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			171.0	0.0271583515097	863.0	0.010417730402700002		0.0902465829985		122.0	0.92559711234	0.99999947391	0.99999999998	1.0	K562		
2896	chr19	13215145	13215725	WDR83OS	0.01166571	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			82.0	0.036020891412999995	863.0	0.010417730402700002		0.927563085302		122.0	0.718178428841	0.9994113232430001	0.999997649939	1.0	K562		
2897	chr19	13227213	13228345	WDR83OS	0.00925581	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			62.0	0.0367585817401	863.0	0.010417730402700002		0.942333898429		122.0	0.620073888564	0.998266858293	0.999988404836	1.0	K562		
2898	chr19	13228625	13229351	WDR83OS	0.02083067	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			81.0	0.0344391942892	863.0	0.010417730402700002		0.916741530673		122.0	0.725691857883	0.999636419213	0.99999907325	1.0	K562		
2899	chr19	13229485	13229985	WDR83OS	-0.04147732	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			71.0	0.029546839860099997	863.0	0.010417730402700002		0.811961404352		122.0	0.715466371004	0.999915481613	0.999999957746	1.0	K562		
2900	chr19	13260938	13261531	WDR83OS	0.00875006	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			83.0	0.0305243559217	863.0	0.010417730402700002		0.942333898429		122.0	0.763302180768	0.999932577631	0.999999960121	1.0	K562		
2901	chr19	13262245	13262985	WDR83OS	0.02152662	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			108.0	0.0255467431797	863.0	0.010417730402700002		0.8840439591429999		122.0	0.8780418378579999	0.999999165501	0.99999999998	1.0	K562		
2902	chr19	13263605	13264105	WDR83OS	0.04887784	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			78.0	0.0388441667854	863.0	0.010417730402700002		0.811961404352		122.0	0.685835022087	0.998513888233	0.9999874475660001	1.0	K562		
2903	chr19	13266245	13266765	WDR83OS	-0.01639876	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			77.0	0.0386248023605	863.0	0.010417730402700002		0.927563085302		122.0	0.683444856032	0.9985447591850001	0.9999881522920001	1.0	K562		
2904	chr19	13273605	13274145	WDR83OS	0.02963657	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			92.0	0.024705929284799998	863.0	0.010417730402700002		0.811961404352		122.0	0.847480004264	0.999999009162	0.999999999982	1.0	K562		
2905	chr19	13274445	13275785	WDR83OS	-0.00849056	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			92.0	0.0298534201749	863.0	0.010417730402700002		0.942333898429		122.0	0.7991483965430001	0.999968495242	0.999999988151	1.0	K562		
2906	chr19	13283085	13283605	WDR83OS	0.01500004	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			65.0	0.0348924346357	863.0	0.010417730402700002		0.916741530673		122.0	0.647283823407	0.999108436664	0.999996557988	1.0	K562		
2907	chr19	13301925	13302425	WDR83OS	0.04695685	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			36.0	0.037521004231300004	863.0	0.010417730402700002		0.811961404352		122.0	0.363053080199	0.986712935278	0.9997688765710001	1.0	K562		
2908	chr19	13305225	13305845	WDR83OS	0.01366088	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			22.0	0.065447420603	863.0	0.010417730402700002		0.942333898429		122.0	0.245904718658	0.794323100415	0.942485626321	0.999999955622	K562		
2909	chr19	13306445	13306985	WDR83OS	0.02902919	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			40.0	0.0661513569689	863.0	0.010417730402700002		0.916741530673		122.0	0.434409469662	0.907931083768	0.980995715678	0.999999996838	K562		
2910	chr19	13323585	13324085	WDR83OS	0.03081936	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			56.0	0.0421364592057	863.0	0.010417730402700002		0.8840439591429999		122.0	0.562900658973	0.993095611464	0.9998493244009999	1.0	K562		
2911	chr19	13345245	13345765	WDR83OS	0.042749	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			65.0	0.0421713435443	863.0	0.010417730402700002		0.811961404352		122.0	0.614113342799	0.9952308427509999	0.999909143422	1.0	K562		
2912	chr19	13358545	13359065	WDR83OS	-0.03353538	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			58.0	0.032608380433	863.0	0.010417730402700002		0.8840439591429999		122.0	0.609702443535	0.999312336637	0.999998422005	1.0	K562		
2913	chr19	13371805	13372345	WDR83OS	0.02686722	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			40.0	0.0428737733589	863.0	0.010417730402700002		0.916741530673		122.0	0.42343561020099996	0.980930917448	0.999328446124	1.0	K562		
2914	chr19	13373145	13373685	WDR83OS	0.00590402	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			26.0	0.044079506609699996	863.0	0.010417730402700002		0.942333898429		122.0	0.23103705543699998	0.929539488996	0.995006408217	1.0	K562		
2915	chr19	13387865	13388365	WDR83OS	0.00848092	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			49.0	0.039857437502	863.0	0.010417730402700002		0.942333898429		122.0	0.513994857007	0.993101062662	0.9998816241290001	1.0	K562		
2916	chr19	13388705	13389265	WDR83OS	-0.01239469	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			30.0	0.032090659366900004	863.0	0.010417730402700002		0.942333898429		122.0	0.240038885347	0.988018633819	0.9999078719700001	1.0	K562		
2917	chr19	13492665	13493165	WDR83OS	0.03554557	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			49.0	0.030968401591699998	863.0	0.010417730402700002		0.859314966118		122.0	0.528219018567	0.9991300026279999	0.999998431512	1.0	K562		
2918	chr19	13507325	13507905	WDR83OS	0.02991371	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			41.0	0.0478218092387	863.0	0.010417730402700002		0.916741530673		122.0	0.437067632195	0.970269493313	0.9981716843330001	1.0	K562		
