File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR	Biosample stage
ENCFF480NOS	bam	bam		alignments	hg19	ENCSR000ENA	DNase-seq	CL:0002604	astrocyte of the hippocampus	primary cell	Homo sapiens											DNA						2011-05-04	ENCODE		see document		2	2_1							/files/ENCFF182HVW/	1467718493	ENCODE Processing Pipeline	16909c7a1507e0b1a20ebe00d1daade3		https://www.encodeproject.org/files/ENCFF480NOS/@@download/ENCFF480NOS.bam				released	s3://encode-public/2018/05/07/5a5b0c1a-d99e-4b7c-90ae-d49e0de7cb86/ENCFF480NOS.bam	low read depth, low spot score			
ENCFF568XZP	bam	bam		unfiltered alignments	hg19	ENCSR874CAK	DNase-seq	UBERON:0000059	large intestine	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_2							/files/ENCFF474IVS/, /files/ENCFF692TLP/, /files/ENCFF549HLL/	3391933532	ENCODE Processing Pipeline	49400a4a838a5dc18ea301a69340ac19		https://www.encodeproject.org/files/ENCFF568XZP/@@download/ENCFF568XZP.bam				released	s3://encode-public/2017/09/19/52010257-a4fc-4511-8107-6b620a2ce9c2/ENCFF568XZP.bam	low spot score			embryonic_108_days
ENCFF722OEQ	bam	bam		alignments	hg19	ENCSR874CAK	DNase-seq	UBERON:0000059	large intestine	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_2							/files/ENCFF568XZP/	2780585548	ENCODE Processing Pipeline	29183d08e278ed40953499d80f346ee6		https://www.encodeproject.org/files/ENCFF722OEQ/@@download/ENCFF722OEQ.bam				released	s3://encode-public/2017/09/19/4586e6c5-50cc-4eeb-a52f-4c3b6ae1410c/ENCFF722OEQ.bam	low spot score			embryonic_108_days
ENCFF009EYA	bam	bam		unfiltered alignments	hg19	ENCSR930YSB	DNase-seq	UBERON:0000945	stomach	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_2							/files/ENCFF340BOQ/, /files/ENCFF820BCZ/, /files/ENCFF549HLL/	3955220690	ENCODE Processing Pipeline	7f0a68d4545a4296bfcc0cd58661892b		https://www.encodeproject.org/files/ENCFF009EYA/@@download/ENCFF009EYA.bam				released	s3://encode-public/2017/09/19/4cbbc0d3-7434-4eb3-8d93-30dd6cd57a29/ENCFF009EYA.bam	low spot score			embryonic_96_days
ENCFF679ZBQ	bam	bam		alignments	hg19	ENCSR930YSB	DNase-seq	UBERON:0000945	stomach	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_2							/files/ENCFF009EYA/	3117122830	ENCODE Processing Pipeline	a11c859df6018a6a728b8fe179e08238		https://www.encodeproject.org/files/ENCFF679ZBQ/@@download/ENCFF679ZBQ.bam				released	s3://encode-public/2017/09/19/c4de1e9e-c6d9-4312-9684-3e494b84b0e1/ENCFF679ZBQ.bam	low spot score			embryonic_96_days
ENCFF207TVB	bam	bam		unfiltered alignments	hg19	ENCSR020LUD	DNase-seq	CL:0000625	CD8-positive, alpha-beta T cell	primary cell	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF549HLL/, /files/ENCFF594XVT/, /files/ENCFF092XFB/, /files/ENCFF899BSP/, /files/ENCFF370BGP/, /files/ENCFF362KIJ/, /files/ENCFF119QNS/	45216744087	ENCODE Processing Pipeline	a67694c0f1ee4729d86bc2a4e221549f		https://www.encodeproject.org/files/ENCFF207TVB/@@download/ENCFF207TVB.bam				released	s3://encode-public/2017/12/06/3c2957f4-67ec-4728-a4d6-ef43b4fcfbb0/ENCFF207TVB.bam	mixed read lengths			adult_21_years
ENCFF494EYX	bam	bam		alignments	hg19	ENCSR020LUD	DNase-seq	CL:0000625	CD8-positive, alpha-beta T cell	primary cell	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_1, 1_2							/files/ENCFF207TVB/, /files/ENCFF973JYD/	35075606471	ENCODE Processing Pipeline	d3fdbf1bd7741cae03e402d9d4b8d4a7		https://www.encodeproject.org/files/ENCFF494EYX/@@download/ENCFF494EYX.bam				released	s3://encode-public/2017/12/06/aad356a9-66a8-4fad-941b-ff8e79849ca8/ENCFF494EYX.bam	mixed read lengths			adult_21_years
ENCFF973JYD	bam	bam		unfiltered alignments	hg19	ENCSR020LUD	DNase-seq	CL:0000625	CD8-positive, alpha-beta T cell	primary cell	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_2							/files/ENCFF752YDO/, /files/ENCFF549HLL/	1503650507	ENCODE Processing Pipeline	f2e0edd12a89c03458f908ff50c483db		https://www.encodeproject.org/files/ENCFF973JYD/@@download/ENCFF973JYD.bam				released	s3://encode-public/2017/12/06/7f343db5-4637-4011-9036-be549b1e8d32/ENCFF973JYD.bam	mixed read lengths			adult_21_years
ENCFF232HYF	bam	bam		unfiltered alignments	hg19	ENCSR082XEU	DNase-seq	UBERON:0000945	stomach	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_3							/files/ENCFF644PKR/, /files/ENCFF288CYZ/, /files/ENCFF727OLN/, /files/ENCFF549HLL/	1458889892	ENCODE Processing Pipeline	2a1a21f1ca304e58aebceccfdc14f23f		https://www.encodeproject.org/files/ENCFF232HYF/@@download/ENCFF232HYF.bam				released	s3://encode-public/2017/09/19/25fe1904-6551-4386-ba5f-ed506fe110f6/ENCFF232HYF.bam	low read depth, low spot score			embryonic_107_days
ENCFF067LVL	bam	bam		alignments	hg19	ENCSR082XEU	DNase-seq	UBERON:0000945	stomach	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_3							/files/ENCFF232HYF/	1197900152	ENCODE Processing Pipeline	7d0fb7d0324b3d76a0396ebbd65dfae6		https://www.encodeproject.org/files/ENCFF067LVL/@@download/ENCFF067LVL.bam				released	s3://encode-public/2017/09/19/58723582-5a46-43f5-ad78-2e273952d2cd/ENCFF067LVL.bam	low read depth, low spot score			embryonic_107_days
ENCFF304UIG	bam	bam		unfiltered alignments	hg19	ENCSR511GQA	DNase-seq	UBERON:0000945	stomach	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF970FYA/, /files/ENCFF549HLL/	1299369994	ENCODE Processing Pipeline	3f2f270ccf0f089613b1ba76f5661cc1		https://www.encodeproject.org/files/ENCFF304UIG/@@download/ENCFF304UIG.bam				released	s3://encode-public/2017/09/19/2372b074-9c3c-49aa-acdd-ee1f82e53b68/ENCFF304UIG.bam	low read depth, low spot score		extremely low read depth	embryonic_108_days
ENCFF636FHS	bam	bam		alignments	hg19	ENCSR511GQA	DNase-seq	UBERON:0000945	stomach	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF304UIG/	1008933587	ENCODE Processing Pipeline	cec99fc09e6ca5718abd697475a8b539		https://www.encodeproject.org/files/ENCFF636FHS/@@download/ENCFF636FHS.bam				released	s3://encode-public/2017/09/19/c600371b-249f-432f-bc33-71c9bde8da29/ENCFF636FHS.bam	low read depth, low spot score		extremely low read depth	embryonic_108_days
ENCFF216IOA	bam	bam		unfiltered alignments	hg19	ENCSR317SIH	DNase-seq	UBERON:0002324	muscle of back	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_2							/files/ENCFF678RJO/, /files/ENCFF447RQF/, /files/ENCFF068GRT/, /files/ENCFF304VFH/, /files/ENCFF041HUV/, /files/ENCFF380UEX/, /files/ENCFF368HUM/, /files/ENCFF549HLL/	24188794348	ENCODE Processing Pipeline	061524d318059eff5026f94e685c2bb8		https://www.encodeproject.org/files/ENCFF216IOA/@@download/ENCFF216IOA.bam				released	s3://encode-public/2017/09/22/ae2482e2-54c3-43e8-8164-14cbe21cd6d3/ENCFF216IOA.bam				embryonic_91_days
ENCFF693BFS	bam	bam		alignments	hg19	ENCSR317SIH	DNase-seq	UBERON:0002324	muscle of back	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_2							/files/ENCFF216IOA/	16935546000	ENCODE Processing Pipeline	d98aa57f60e11c5760f121d6182b9e66		https://www.encodeproject.org/files/ENCFF693BFS/@@download/ENCFF693BFS.bam				released	s3://encode-public/2017/09/22/8ac91b37-80c4-441e-8bf7-b11e63bf800c/ENCFF693BFS.bam				embryonic_91_days
ENCFF098LMK	bam	bam		unfiltered alignments	hg19	ENCSR122VUW	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	Homo sapiens											DNA						2013-07-31	Roadmap				2	2_2							/files/ENCFF164DKI/, /files/ENCFF776EIK/, /files/ENCFF549HLL/	1753642166	ENCODE Processing Pipeline	28846a4a3c7cd15dcf85c32dca948536		https://www.encodeproject.org/files/ENCFF098LMK/@@download/ENCFF098LMK.bam				released	s3://encode-public/2017/10/05/5ccf108a-b584-4534-a0ec-ca54cc77e32e/ENCFF098LMK.bam	low read depth, low spot score			adult_27_years
ENCFF915HIR	bam	bam		unfiltered alignments	hg19	ENCSR122VUW	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	Homo sapiens											DNA						2013-07-31	Roadmap				2	2_1							/files/ENCFF395CSF/, /files/ENCFF613FMP/, /files/ENCFF549HLL/	1761356208	ENCODE Processing Pipeline	d33793e184a3715dd8caf918094649ed		https://www.encodeproject.org/files/ENCFF915HIR/@@download/ENCFF915HIR.bam				released	s3://encode-public/2017/10/05/5df23f8d-98be-40ad-9ee3-e81d52b33ba0/ENCFF915HIR.bam	low read depth, low spot score			adult_27_years
ENCFF182BVE	bam	bam		alignments	hg19	ENCSR122VUW	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	Homo sapiens											DNA						2013-07-31	Roadmap				2	2_1, 2_2							/files/ENCFF098LMK/, /files/ENCFF915HIR/	2544868946	ENCODE Processing Pipeline	9efa4d8a9dddf4e777a7a50a0a6e4a76		https://www.encodeproject.org/files/ENCFF182BVE/@@download/ENCFF182BVE.bam				released	s3://encode-public/2017/10/05/a6926e1a-b858-43ef-800c-b07e028a8d44/ENCFF182BVE.bam	low read depth, low spot score			adult_27_years
ENCFF101RXU	bam	bam		alignments	hg19	ENCSR122VUW	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF405AHD/	1588570079	ENCODE Processing Pipeline	df413bcf81d08aa682d615a06f376562		https://www.encodeproject.org/files/ENCFF101RXU/@@download/ENCFF101RXU.bam				released	s3://encode-public/2017/09/19/c4b9940f-7b00-4056-8c03-e22702185c87/ENCFF101RXU.bam	low read depth, low spot score			adult_27_years
ENCFF405AHD	bam	bam		unfiltered alignments	hg19	ENCSR122VUW	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF472HHP/, /files/ENCFF847BSI/, /files/ENCFF040CIH/, /files/ENCFF549HLL/	2275577384	ENCODE Processing Pipeline	95586bb48ff7e5b7449a9545b5566040		https://www.encodeproject.org/files/ENCFF405AHD/@@download/ENCFF405AHD.bam				released	s3://encode-public/2017/09/19/f2a6ebd7-7e57-4e10-991b-ab0aad2c8937/ENCFF405AHD.bam	low read depth, low spot score			adult_27_years
ENCFF912KPG	bam	bam		unfiltered alignments	hg19	ENCSR217YRJ	DNase-seq	UBERON:0001774	muscle of trunk	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF065TLM/, /files/ENCFF549HLL/	1655644286	ENCODE Processing Pipeline	38c59eac0f204d4ff51589294ba2198a		https://www.encodeproject.org/files/ENCFF912KPG/@@download/ENCFF912KPG.bam				released	s3://encode-public/2017/09/19/2abc68eb-88cf-4dbd-b0db-46a89c0f9574/ENCFF912KPG.bam	low read depth			embryonic_120_days
ENCFF110IZT	bam	bam		alignments	hg19	ENCSR217YRJ	DNase-seq	UBERON:0001774	muscle of trunk	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF912KPG/	1369744823	ENCODE Processing Pipeline	5e2f4360455c1b3ab1cddd1f06c65a61		https://www.encodeproject.org/files/ENCFF110IZT/@@download/ENCFF110IZT.bam				released	s3://encode-public/2017/09/19/13b78473-18fb-4ad7-b41f-db3103627c62/ENCFF110IZT.bam	low read depth			embryonic_120_days
ENCFF597DAD	bam	bam		unfiltered alignments	hg19	ENCSR316UDN	DNase-seq	CL:0000625	CD8-positive, alpha-beta T cell	primary cell	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_2							/files/ENCFF463CTP/, /files/ENCFF549HLL/	1461587704	ENCODE Processing Pipeline	360a4c6fb107ba93eabb261878005b3d		https://www.encodeproject.org/files/ENCFF597DAD/@@download/ENCFF597DAD.bam				released	s3://encode-public/2017/12/04/736611bf-ade7-4f43-8351-36ccbe8f2790/ENCFF597DAD.bam				adult_37_years
ENCFF108UQM	bam	bam		unfiltered alignments	hg19	ENCSR316UDN	DNase-seq	CL:0000625	CD8-positive, alpha-beta T cell	primary cell	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF549HLL/, /files/ENCFF162MDT/, /files/ENCFF715HXQ/, /files/ENCFF179XHW/, /files/ENCFF344UGM/	30677022159	ENCODE Processing Pipeline	4f8d5728e206b9382d6bab0a1f4821d9		https://www.encodeproject.org/files/ENCFF108UQM/@@download/ENCFF108UQM.bam				released	s3://encode-public/2017/12/04/42797056-99e7-4fb0-821f-69186c4e28b7/ENCFF108UQM.bam				adult_37_years
ENCFF154RQQ	bam	bam		alignments	hg19	ENCSR316UDN	DNase-seq	CL:0000625	CD8-positive, alpha-beta T cell	primary cell	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_1, 1_2							/files/ENCFF108UQM/, /files/ENCFF597DAD/	22651347361	ENCODE Processing Pipeline	af064e2bb56eaa78b42050b0fb10e4b8		https://www.encodeproject.org/files/ENCFF154RQQ/@@download/ENCFF154RQQ.bam				released	s3://encode-public/2017/12/04/aa9a9668-7a11-4013-999d-3af8d226b8dc/ENCFF154RQQ.bam				adult_37_years
ENCFF288CUH	bam	bam		unfiltered alignments	hg19	ENCSR000ELY	DNase-seq	EFO:0006270	AG04450	cell line	Homo sapiens											DNA						2011-05-04	ENCODE		see document		1	1_1							/files/ENCFF001CMS/, /files/ENCFF549HLL/	1599015197	ENCODE Processing Pipeline	b08366613d500a63c37dedd06a802dcb		https://www.encodeproject.org/files/ENCFF288CUH/@@download/ENCFF288CUH.bam				released	s3://encode-public/2017/09/05/9ce135ea-1bd3-44f5-b69e-364d73415567/ENCFF288CUH.bam	low read depth, low spot score			embryonic_12_weeks
ENCFF803OXM	bam	bam		unfiltered alignments	hg19	ENCSR000ELY	DNase-seq	EFO:0006270	AG04450	cell line	Homo sapiens											DNA						2011-05-04	ENCODE		see document		2	2_1							/files/ENCFF001CMR/, /files/ENCFF549HLL/	2081459806	ENCODE Processing Pipeline	bcc3b46f8b1c9065cca6ff7cd467f318		https://www.encodeproject.org/files/ENCFF803OXM/@@download/ENCFF803OXM.bam				released	s3://encode-public/2017/09/05/9c337d32-9795-4a14-b9e8-6d2846404383/ENCFF803OXM.bam	low read depth, low spot score			embryonic_12_weeks
ENCFF172LZS	bam	bam		alignments	hg19	ENCSR000ELY	DNase-seq	EFO:0006270	AG04450	cell line	Homo sapiens											DNA						2011-05-04	ENCODE		see document		1	1_1							/files/ENCFF288CUH/	1196865704	ENCODE Processing Pipeline	357825a59d9b94bc1db4504547802c43		https://www.encodeproject.org/files/ENCFF172LZS/@@download/ENCFF172LZS.bam				released	s3://encode-public/2017/09/05/e1c53d88-6aaa-453e-87c5-683635459b8b/ENCFF172LZS.bam	low read depth, low spot score			embryonic_12_weeks
ENCFF138GZP	bam	bam		alignments	hg19	ENCSR000ELY	DNase-seq	EFO:0006270	AG04450	cell line	Homo sapiens											DNA						2011-05-04	ENCODE		see document		2	2_1							/files/ENCFF803OXM/	1565214263	ENCODE Processing Pipeline	6dc8f927a6833f667554992b2b5f3aae		https://www.encodeproject.org/files/ENCFF138GZP/@@download/ENCFF138GZP.bam				released	s3://encode-public/2017/09/05/57dbd953-a663-43d0-a36e-09924183b854/ENCFF138GZP.bam	low read depth, low spot score			embryonic_12_weeks
ENCFF512FZC	bam	bam		unfiltered alignments	hg19	ENCSR953WJO	DNase-seq	UBERON:0002168	left lung	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_3							/files/ENCFF191FJK/, /files/ENCFF145NEL/, /files/ENCFF347TBD/, /files/ENCFF549HLL/	2405147126	ENCODE Processing Pipeline	b77399c039b39767519c2e6362766331		https://www.encodeproject.org/files/ENCFF512FZC/@@download/ENCFF512FZC.bam				released	s3://encode-public/2017/09/19/0c0c27af-c00b-430b-8b0f-cd01f0e45b5a/ENCFF512FZC.bam	low read depth			embryonic_105_days
ENCFF969UDM	bam	bam		alignments	hg19	ENCSR953WJO	DNase-seq	UBERON:0002168	left lung	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_3							/files/ENCFF512FZC/	2125570082	ENCODE Processing Pipeline	7c447532c682feefd53b11ddb97f9272		https://www.encodeproject.org/files/ENCFF969UDM/@@download/ENCFF969UDM.bam				released	s3://encode-public/2017/09/19/eb50f16f-8635-44be-90f0-b7e53c7b0e61/ENCFF969UDM.bam	low read depth			embryonic_105_days
ENCFF537ERO	bam	bam		unfiltered alignments	hg19	ENCSR930AUG	DNase-seq	UBERON:0002167	right lung	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_2							/files/ENCFF120FQU/, /files/ENCFF416YBE/, /files/ENCFF549HLL/	2455472962	ENCODE Processing Pipeline	26fddfc95aeb718c8b51157aaeba067e		https://www.encodeproject.org/files/ENCFF537ERO/@@download/ENCFF537ERO.bam				released	s3://encode-public/2017/09/19/d31e933e-cb83-4114-bf2b-cf018816c163/ENCFF537ERO.bam	low read depth			embryonic_108_days
ENCFF698LQU	bam	bam		alignments	hg19	ENCSR930AUG	DNase-seq	UBERON:0002167	right lung	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_2							/files/ENCFF537ERO/	1919751832	ENCODE Processing Pipeline	7d135cc30b3492daa8d39b41f1d72fc3		https://www.encodeproject.org/files/ENCFF698LQU/@@download/ENCFF698LQU.bam				released	s3://encode-public/2017/09/19/2f62101d-3fe9-48bb-84a7-0aafb4badc97/ENCFF698LQU.bam	low read depth			embryonic_108_days
ENCFF732FSJ	bam	bam		unfiltered alignments	hg19	ENCSR960EJV	DNase-seq	UBERON:0002168	left lung	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_2							/files/ENCFF158BYO/, /files/ENCFF223ROV/, /files/ENCFF549HLL/	1960754617	ENCODE Processing Pipeline	4ec1cbb8e451d27702d866371949d461		https://www.encodeproject.org/files/ENCFF732FSJ/@@download/ENCFF732FSJ.bam				released	s3://encode-public/2017/09/19/f7127c3b-4f20-4b05-9a61-66c9109f4fe4/ENCFF732FSJ.bam	low read depth			embryonic_110_days
ENCFF565CIZ	bam	bam		alignments	hg19	ENCSR960EJV	DNase-seq	UBERON:0002168	left lung	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_2							/files/ENCFF732FSJ/	1681660508	ENCODE Processing Pipeline	f02741aecca7639b68ca883c6664b7d5		https://www.encodeproject.org/files/ENCFF565CIZ/@@download/ENCFF565CIZ.bam				released	s3://encode-public/2017/09/19/8dcdc7f4-c673-448a-ae68-52c6cbae39d2/ENCFF565CIZ.bam	low read depth			embryonic_110_days
ENCFF487QPZ	bam	bam		unfiltered alignments	hg19	ENCSR006IJP	DNase-seq	UBERON:0002048	lung	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_2							/files/ENCFF015ZRR/, /files/ENCFF017AWK/, /files/ENCFF549HLL/	1892952359	ENCODE Processing Pipeline	caa780636f00a575d48dca1fac4ba73c		https://www.encodeproject.org/files/ENCFF487QPZ/@@download/ENCFF487QPZ.bam				released	s3://encode-public/2017/09/19/3024c3f4-8149-4bb7-8aeb-32d58a3217ba/ENCFF487QPZ.bam	low read depth			embryonic_112_days
ENCFF611AGL	bam	bam		alignments	hg19	ENCSR006IJP	DNase-seq	UBERON:0002048	lung	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_2							/files/ENCFF487QPZ/	1620948902	ENCODE Processing Pipeline	2f82485eaa76ecc9fb495d883c5ae2ba		https://www.encodeproject.org/files/ENCFF611AGL/@@download/ENCFF611AGL.bam				released	s3://encode-public/2017/09/19/d966f82d-b9f1-4070-bb26-73545464e116/ENCFF611AGL.bam	low read depth			embryonic_112_days
ENCFF833PBW	bam	bam		unfiltered alignments	hg19	ENCSR006XED	DNase-seq	UBERON:0002168	left lung	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF641TVF/, /files/ENCFF549HLL/	835681702	ENCODE Processing Pipeline	e784659e8a4ba757bb8eac8906bc03a0		https://www.encodeproject.org/files/ENCFF833PBW/@@download/ENCFF833PBW.bam				released	s3://encode-public/2017/09/19/efe55a05-f92c-47a3-86d5-71fc562340e4/ENCFF833PBW.bam			extremely low read depth	embryonic_98_days
ENCFF961FZQ	bam	bam		alignments	hg19	ENCSR006XED	DNase-seq	UBERON:0002168	left lung	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF833PBW/	558287806	ENCODE Processing Pipeline	e01922d3afb45669862176072affcf66		https://www.encodeproject.org/files/ENCFF961FZQ/@@download/ENCFF961FZQ.bam				released	s3://encode-public/2017/09/19/eb929675-4eb0-426e-bd9e-b140e62c3632/ENCFF961FZQ.bam			extremely low read depth	embryonic_98_days
ENCFF919MAP	bam	bam		unfiltered alignments	hg19	ENCSR000EOL	DNase-seq	CL:0002518	kidney epithelial cell	primary cell	Homo sapiens											DNA						2010-12-16	ENCODE		see document		1	1_1							/files/ENCFF001DLY/, /files/ENCFF549HLL/	1512217275	ENCODE Processing Pipeline	d156bd197bf387d2186cc3f38b9ddf8b		https://www.encodeproject.org/files/ENCFF919MAP/@@download/ENCFF919MAP.bam				released	s3://encode-public/2017/09/05/bb9aee25-446b-404e-84bc-bda203e645f0/ENCFF919MAP.bam	low read depth			
ENCFF890DNM	bam	bam		unfiltered alignments	hg19	ENCSR000EOL	DNase-seq	CL:0002518	kidney epithelial cell	primary cell	Homo sapiens											DNA						2010-12-16	ENCODE		see document		2	2_1							/files/ENCFF001DLX/, /files/ENCFF549HLL/	1637261065	ENCODE Processing Pipeline	86f2507b0ee772ff5be4991e295db6d1		https://www.encodeproject.org/files/ENCFF890DNM/@@download/ENCFF890DNM.bam				released	s3://encode-public/2017/09/05/b68ca926-9472-49ab-a618-24a71ab61c80/ENCFF890DNM.bam	low read depth			
ENCFF770UDF	bam	bam		alignments	hg19	ENCSR000EOL	DNase-seq	CL:0002518	kidney epithelial cell	primary cell	Homo sapiens											DNA						2010-12-16	ENCODE		see document		1	1_1							/files/ENCFF919MAP/	1190948026	ENCODE Processing Pipeline	982bbee826acb871eff0bdad117c8920		https://www.encodeproject.org/files/ENCFF770UDF/@@download/ENCFF770UDF.bam				released	s3://encode-public/2017/09/05/b61c4573-7fe8-4ab1-b3cb-b2e09fc8f38a/ENCFF770UDF.bam	low read depth			
ENCFF801VVX	bam	bam		alignments	hg19	ENCSR000EOL	DNase-seq	CL:0002518	kidney epithelial cell	primary cell	Homo sapiens											DNA						2010-12-16	ENCODE		see document		2	2_1							/files/ENCFF890DNM/	1257225211	ENCODE Processing Pipeline	b1e9913996224862cdfc37c2e118f913		https://www.encodeproject.org/files/ENCFF801VVX/@@download/ENCFF801VVX.bam				released	s3://encode-public/2017/09/05/c8a0f56a-ca74-4dfb-9e70-d61c5e3785bb/ENCFF801VVX.bam	low read depth			
ENCFF394FQN	bam	bam		unfiltered alignments	hg19	ENCSR318WOD	DNase-seq	UBERON:0002048	lung	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_2							/files/ENCFF894PXO/, /files/ENCFF606QAI/, /files/ENCFF549HLL/	2290769269	ENCODE Processing Pipeline	b53ef100fcfa8d8e5e1bb17d4caf78e2		https://www.encodeproject.org/files/ENCFF394FQN/@@download/ENCFF394FQN.bam				released	s3://encode-public/2017/09/19/e81afe38-f723-415c-86c7-44805da08962/ENCFF394FQN.bam	low read depth, low spot score			embryonic_103_days
ENCFF615FRI	bam	bam		alignments	hg19	ENCSR318WOD	DNase-seq	UBERON:0002048	lung	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_2							/files/ENCFF394FQN/	1950328056	ENCODE Processing Pipeline	17a990783086eff4449e065d09799eb4		https://www.encodeproject.org/files/ENCFF615FRI/@@download/ENCFF615FRI.bam				released	s3://encode-public/2017/09/19/2edddb80-14f8-4347-9a27-290a951ed0dd/ENCFF615FRI.bam	low read depth, low spot score			embryonic_103_days
ENCFF527JCB	bam	bam		unfiltered alignments	hg19	ENCSR964VVW	DNase-seq	UBERON:0002167	right lung	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_3							/files/ENCFF257CYL/, /files/ENCFF083OYH/, /files/ENCFF514LUU/, /files/ENCFF549HLL/	2319607842	ENCODE Processing Pipeline	86fac646fec980d294e0ef58c048a1c5		https://www.encodeproject.org/files/ENCFF527JCB/@@download/ENCFF527JCB.bam				released	s3://encode-public/2017/09/19/6ccd0998-0678-4516-8e9c-86a627e9f206/ENCFF527JCB.bam	low read depth, low spot score			embryonic_96_days
ENCFF859ERU	bam	bam		alignments	hg19	ENCSR964VVW	DNase-seq	UBERON:0002167	right lung	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_3							/files/ENCFF527JCB/	1979352811	ENCODE Processing Pipeline	f417638f5cfc794d82c74b5fada0c08c		https://www.encodeproject.org/files/ENCFF859ERU/@@download/ENCFF859ERU.bam				released	s3://encode-public/2017/09/19/7c4076af-2df8-483e-baca-70b1d824bf79/ENCFF859ERU.bam	low read depth, low spot score			embryonic_96_days
ENCFF994WWF	bam	bam		unfiltered alignments	hg19	ENCSR441MMO	DNase-seq	UBERON:0002167	right lung	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_2							/files/ENCFF072FIM/, /files/ENCFF712ERR/, /files/ENCFF549HLL/	1472666344	ENCODE Processing Pipeline	882902d1d4193b101279aaa71c248b0a		https://www.encodeproject.org/files/ENCFF994WWF/@@download/ENCFF994WWF.bam				released	s3://encode-public/2017/09/19/d3d8be3e-7504-41e0-af22-6f6e537df250/ENCFF994WWF.bam	low read depth			embryonic_110_days
ENCFF935OOV	bam	bam		alignments	hg19	ENCSR441MMO	DNase-seq	UBERON:0002167	right lung	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_2							/files/ENCFF994WWF/	1280078704	ENCODE Processing Pipeline	28a75a1dbc61ce17c5be3df0fc96dfb9		https://www.encodeproject.org/files/ENCFF935OOV/@@download/ENCFF935OOV.bam				released	s3://encode-public/2017/09/19/da008884-36a7-4656-abbb-5415875dff8e/ENCFF935OOV.bam	low read depth			embryonic_110_days
