Assay_Accessibility	Assay_H3K27ac	Audit ERROR_Accessibility	Audit ERROR_H3K27ac	Audit INTERNAL_ACTION_Accessibility	Audit INTERNAL_ACTION_H3K27ac	Audit NOT_COMPLIANT_Accessibility	Audit NOT_COMPLIANT_H3K27ac	Audit WARNING_Accessibility	Audit WARNING_H3K27ac	Biological replicate(s)_Accessibility	Biological replicate(s)_H3K27ac	Biosample genetic modifications categories	Biosample genetic modifications gene targets	Biosample genetic modifications methods	Biosample genetic modifications site coordinates_Accessibility	Biosample genetic modifications site coordinates_H3K27ac	Biosample genetic modifications targets	Biosample genetic modifications zygosity_Accessibility	Biosample genetic modifications zygosity_H3K27ac	Biosample organism	Biosample term id_Accessibility	Biosample term id_H3K27ac	Biosample term name	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample type_Accessibility	Biosample type_H3K27ac	Controlled by_Accessibility	Controlled by_H3K27ac	Derived from_Accessibility	Derived from_H3K27ac	Experiment accession_Accessibility	Experiment accession_H3K27ac	Experiment date released_Accessibility	Experiment date released_H3K27ac	Experiment target_Accessibility	Experiment target_H3K27ac	File Status_Accessibility	File Status_H3K27ac	File accession_Accessibility	File accession_H3K27ac	File assembly	File download URL_Accessibility	File download URL_H3K27ac	File format	File format type_Accessibility	File format type_H3K27ac	File type	Genome annotation	Lab	Library crosslinking method_Accessibility	Library crosslinking method_H3K27ac	Library depleted in_Accessibility	Library depleted in_H3K27ac	Library extraction method_Accessibility	Library extraction method_H3K27ac	Library fragmentation method_Accessibility	Library fragmentation method_H3K27ac	Library lysis method_Accessibility	Library lysis method_H3K27ac	Library made from_Accessibility	Library made from_H3K27ac	Library size range_Accessibility	Library size range_H3K27ac	Library strand specific_Accessibility	Library strand specific_H3K27ac	Mapped read length_Accessibility	Mapped read length_H3K27ac	Output type	Paired end_Accessibility	Paired end_H3K27ac	Paired with_Accessibility	Paired with_H3K27ac	Platform_Accessibility	Platform_H3K27ac	Project_Accessibility	Project_H3K27ac	RBNS protein concentration_Accessibility	RBNS protein concentration_H3K27ac	Read length_Accessibility	Read length_H3K27ac	Run type_Accessibility	Run type_H3K27ac	Size_Accessibility	Size_H3K27ac	Technical replicate(s)_Accessibility	Technical replicate(s)_H3K27ac	dbxrefs_Accessibility	dbxrefs_H3K27ac	md5sum_Accessibility	md5sum_H3K27ac	s3_uri_Accessibility	s3_uri_H3K27ac	File accession_H3K27ac bam
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	poor library complexity, severe bottlenecking	low read depth	low read depth, mixed read lengths, mixed run types, mild to moderate bottlenecking, low read length	2	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	EFO:0002824	EFO:0002824	HCT116	0.0	0.0	0.0	cell line	cell line	0.0	0.0	ENCFF001DCK, ENCFF549HLL	ENCFF623IJZ, ENCFF807MUK	ENCSR000ENM	ENCSR661KMA	2010-12-16	2016-11-18	0.0	H3K27ac-human	released	released	ENCFF909AVK	ENCFF803XHI	hg19	https://www.encodeproject.org/files/ENCFF909AVK/@@download/ENCFF909AVK.bam	https://www.encodeproject.org/files/ENCFF803XHI/@@download/ENCFF803XHI.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	1935054594	1118656625	2_1	1_1	0.0	0.0	bbfa3302b97899d35aeb84be8c69bfe7	d78ec74531156499907d54fd1a63d223	s3://encode-public/2017/09/05/a1043f06-a2e9-423a-a20c-1fc84a8f3d8d/ENCFF909AVK.bam	s3://encode-public/2016/11/15/87b4acf5-4320-494c-adc4-7537370d5600/ENCFF803XHI.bam	ENCFF803XHI
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	poor library complexity, severe bottlenecking	low read depth	low read depth, mixed read lengths, mixed run types, mild to moderate bottlenecking, low read length	2	2	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	EFO:0002824	EFO:0002824	HCT116	0.0	0.0	0.0	cell line	cell line	0.0	0.0	ENCFF001DCK, ENCFF549HLL	ENCFF082JPN, ENCFF807MUK	ENCSR000ENM	ENCSR661KMA	2010-12-16	2016-11-18	0.0	H3K27ac-human	released	released	ENCFF909AVK	ENCFF987LET	hg19	https://www.encodeproject.org/files/ENCFF909AVK/@@download/ENCFF909AVK.bam	https://www.encodeproject.org/files/ENCFF987LET/@@download/ENCFF987LET.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	1935054594	1834264935	2_1	2_2	0.0	0.0	bbfa3302b97899d35aeb84be8c69bfe7	c140265b6178a61061d5d85b63424655	s3://encode-public/2017/09/05/a1043f06-a2e9-423a-a20c-1fc84a8f3d8d/ENCFF909AVK.bam	s3://encode-public/2016/11/15/a12f1c41-82fc-4a25-ad4d-19fbf059e845/ENCFF987LET.bam	ENCFF987LET
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	biological replicates with identical biosample	0.0	0.0	low read depth	low read depth, low read length	2	2	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	EFO:0002824	EFO:0002824	HCT116	0.0	0.0	0.0	cell line	cell line	0.0	0.0	ENCFF001DCK, ENCFF549HLL	ENCFF000VCS, ENCFF807MUK	ENCSR000ENM	ENCSR000EUT	2010-12-16	2012-06-15	0.0	H3K27ac-human	released	released	ENCFF909AVK	ENCFF056PKC	hg19	https://www.encodeproject.org/files/ENCFF909AVK/@@download/ENCFF909AVK.bam	https://www.encodeproject.org/files/ENCFF056PKC/@@download/ENCFF056PKC.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	1935054594	973420259	2_1	2_1	0.0	0.0	bbfa3302b97899d35aeb84be8c69bfe7	a54a5520454f681feee1ad898899896a	s3://encode-public/2017/09/05/a1043f06-a2e9-423a-a20c-1fc84a8f3d8d/ENCFF909AVK.bam	s3://encode-public/2017/04/10/4fc9827f-787c-417e-802e-6b16f49a0572/ENCFF056PKC.bam	ENCFF056PKC
DNase-seq DNase-seq	ChIP-seq ChIP-seq	extremely low read depth	0.0	0.0	0.0	0.0	0.0	low spot score	0.0	1	2	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	EFO:0002323	EFO:0002323	RWPE1	0.0	0.0	0.0	cell line	cell line	0.0	0.0	ENCFF000TDW, ENCFF549HLL	ENCFF666GAH, ENCFF807MUK, ENCFF925HTP	ENCSR000ELP	ENCSR203KEU	2012-03-28	2017-03-03	0.0	H3K27ac-human	released	released	ENCFF295RHS	ENCFF623XOH	hg19	https://www.encodeproject.org/files/ENCFF295RHS/@@download/ENCFF295RHS.bam	https://www.encodeproject.org/files/ENCFF623XOH/@@download/ENCFF623XOH.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	100.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	3444896181	10559213584	1_1	2_1	0.0	0.0	fc6d87e788fc3e27036bcfc9bcc46187	6231bee61ecbb4df09a6d9036f9a87c6	s3://encode-public/2017/10/05/91b1e948-5fdf-4e95-800c-03f661acec6e/ENCFF295RHS.bam	s3://encode-public/2017/03/01/a054d559-c4db-4c13-9ed0-2d72bb0d9a04/ENCFF623XOH.bam	ENCFF623XOH
DNase-seq DNase-seq	ChIP-seq ChIP-seq	extremely low read depth	0.0	0.0	0.0	0.0	0.0	low spot score	0.0	1	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	EFO:0002323	EFO:0002323	RWPE1	0.0	0.0	0.0	cell line	cell line	0.0	0.0	ENCFF000TDW, ENCFF549HLL	ENCFF054HVM, ENCFF807MUK, ENCFF950OXW	ENCSR000ELP	ENCSR203KEU	2012-03-28	2017-03-03	0.0	H3K27ac-human	released	released	ENCFF295RHS	ENCFF900HJH	hg19	https://www.encodeproject.org/files/ENCFF295RHS/@@download/ENCFF295RHS.bam	https://www.encodeproject.org/files/ENCFF900HJH/@@download/ENCFF900HJH.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	100.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	3444896181	10203217911	1_1	1_1	0.0	0.0	fc6d87e788fc3e27036bcfc9bcc46187	ee9fcec7ac0d3482f4e971d40f0c2baf	s3://encode-public/2017/10/05/91b1e948-5fdf-4e95-800c-03f661acec6e/ENCFF295RHS.bam	s3://encode-public/2017/03/01/3b3f1c00-e0e6-4f91-9c9f-b87c90d3cf21/ENCFF900HJH.bam	ENCFF900HJH
DNase-seq DNase-seq	ChIP-seq ChIP-seq	extremely low read depth	0.0	0.0	0.0	0.0	0.0	low spot score	0.0	1	2	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	EFO:0002323	EFO:0002323	RWPE1	0.0	0.0	0.0	cell line	cell line	0.0	0.0	ENCFF000TDX, ENCFF549HLL	ENCFF666GAH, ENCFF807MUK, ENCFF925HTP	ENCSR000ELP	ENCSR203KEU	2012-03-28	2017-03-03	0.0	H3K27ac-human	released	released	ENCFF769WEQ	ENCFF623XOH	hg19	https://www.encodeproject.org/files/ENCFF769WEQ/@@download/ENCFF769WEQ.bam	https://www.encodeproject.org/files/ENCFF623XOH/@@download/ENCFF623XOH.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	100.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	3731490149	10559213584	1_2	2_1	0.0	0.0	41a01fb2887e9b9bc7c704a7f253ebd8	6231bee61ecbb4df09a6d9036f9a87c6	s3://encode-public/2017/10/05/b31192f1-aaab-4285-aa80-951673184383/ENCFF769WEQ.bam	s3://encode-public/2017/03/01/a054d559-c4db-4c13-9ed0-2d72bb0d9a04/ENCFF623XOH.bam	ENCFF623XOH
DNase-seq DNase-seq	ChIP-seq ChIP-seq	extremely low read depth	0.0	0.0	0.0	0.0	0.0	low spot score	0.0	1	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	EFO:0002323	EFO:0002323	RWPE1	0.0	0.0	0.0	cell line	cell line	0.0	0.0	ENCFF000TDX, ENCFF549HLL	ENCFF054HVM, ENCFF807MUK, ENCFF950OXW	ENCSR000ELP	ENCSR203KEU	2012-03-28	2017-03-03	0.0	H3K27ac-human	released	released	ENCFF769WEQ	ENCFF900HJH	hg19	https://www.encodeproject.org/files/ENCFF769WEQ/@@download/ENCFF769WEQ.bam	https://www.encodeproject.org/files/ENCFF900HJH/@@download/ENCFF900HJH.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	100.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	3731490149	10203217911	1_2	1_1	0.0	0.0	41a01fb2887e9b9bc7c704a7f253ebd8	ee9fcec7ac0d3482f4e971d40f0c2baf	s3://encode-public/2017/10/05/b31192f1-aaab-4285-aa80-951673184383/ENCFF769WEQ.bam	s3://encode-public/2017/03/01/3b3f1c00-e0e6-4f91-9c9f-b87c90d3cf21/ENCFF900HJH.bam	ENCFF900HJH
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	sequencing runs labeled as technical replicates, mismatched file status	0.0	0.0	0.0	mixed read lengths	low read length, mild to moderate bottlenecking	1	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:0000623	CL:0000623	natural killer cell	0.0	0.0	0.0	primary cell	primary cell	0.0	0.0	ENCFF137TAG, ENCFF215HOZ, ENCFF384FJC, ENCFF423GQM, ENCFF549HLL, ENCFF721PPR, ENCFF773JXH	ENCFF002LAJ, ENCFF612WYS, ENCFF807MUK	ENCSR704HNG	ENCSR391EQV	2013-07-31	2013-07-31	0.0	H3K27ac-human	released	released	ENCFF956HAU	ENCFF109OGO	hg19	https://www.encodeproject.org/files/ENCFF956HAU/@@download/ENCFF956HAU.bam	https://www.encodeproject.org/files/ENCFF109OGO/@@download/ENCFF109OGO.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	Roadmap	Roadmap	0.0	0.0	0.0	0.0	single-ended	single-ended	49517907262	1978158749	1_1	1_2	0.0	0.0	9c5c5b8e07b86aab5a7adb5654e5e1f6	bf828d5d1e16ea3d2229255007ee346e	s3://encode-public/2017/12/08/499cd545-18d1-452d-b6fc-bc157ea86e19/ENCFF956HAU.bam	s3://encode-public/2016/12/19/feb77f46-4d83-4648-9b75-dc038e6f0ef4/ENCFF109OGO.bam	ENCFF109OGO
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	sequencing runs labeled as technical replicates, mismatched file status	0.0	0.0	0.0	mixed read lengths	low read length, mild to moderate bottlenecking	1	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:0000623	CL:0000623	natural killer cell	0.0	0.0	0.0	primary cell	primary cell	0.0	0.0	ENCFF521XLX, ENCFF549HLL	ENCFF002LAJ, ENCFF612WYS, ENCFF807MUK	ENCSR704HNG	ENCSR391EQV	2013-07-31	2013-07-31	0.0	H3K27ac-human	released	released	ENCFF581TNV	ENCFF109OGO	hg19	https://www.encodeproject.org/files/ENCFF581TNV/@@download/ENCFF581TNV.bam	https://www.encodeproject.org/files/ENCFF109OGO/@@download/ENCFF109OGO.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	Roadmap	Roadmap	0.0	0.0	0.0	0.0	single-ended	single-ended	1179921118	1978158749	1_2	1_2	0.0	0.0	d6d38708ee444a1c0ff73c2473a7b750	bf828d5d1e16ea3d2229255007ee346e	s3://encode-public/2017/12/08/865bed4c-39f1-4fa6-ab84-913bd4365f33/ENCFF581TNV.bam	s3://encode-public/2016/12/19/feb77f46-4d83-4648-9b75-dc038e6f0ef4/ENCFF109OGO.bam	ENCFF109OGO
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	sequencing runs labeled as technical replicates, mismatched file status	0.0	0.0	0.0	mixed read lengths	low read length	1	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:0000625	CL:0000625	CD8-positive, alpha-beta T cell	0.0	0.0	0.0	primary cell	primary cell	0.0	0.0	ENCFF092XFB, ENCFF119QNS, ENCFF362KIJ, ENCFF370BGP, ENCFF549HLL, ENCFF594XVT, ENCFF899BSP	ENCFF807MUK, ENCFF915ZPV, ENCFF941MDI	ENCSR020LUD	ENCSR007HLH	2013-07-31	2013-07-31	0.0	H3K27ac-human	released	released	ENCFF207TVB	ENCFF201JLG	hg19	https://www.encodeproject.org/files/ENCFF207TVB/@@download/ENCFF207TVB.bam	https://www.encodeproject.org/files/ENCFF201JLG/@@download/ENCFF201JLG.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	Roadmap	Roadmap	0.0	0.0	0.0	0.0	single-ended	single-ended	45216744087	2068628939	1_1	1_2	0.0	0.0	a67694c0f1ee4729d86bc2a4e221549f	a2a52072a128217605d329b0da6cd618	s3://encode-public/2017/12/06/3c2957f4-67ec-4728-a4d6-ef43b4fcfbb0/ENCFF207TVB.bam	s3://encode-public/2016/12/19/0d588e2e-cd3e-49ec-8054-0716e0244eb0/ENCFF201JLG.bam	ENCFF201JLG
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	sequencing runs labeled as technical replicates, mismatched file status	0.0	0.0	0.0	mixed read lengths	low read length	1	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:0000625	CL:0000625	CD8-positive, alpha-beta T cell	0.0	0.0	0.0	primary cell	primary cell	0.0	0.0	ENCFF549HLL, ENCFF752YDO	ENCFF807MUK, ENCFF915ZPV, ENCFF941MDI	ENCSR020LUD	ENCSR007HLH	2013-07-31	2013-07-31	0.0	H3K27ac-human	released	released	ENCFF973JYD	ENCFF201JLG	hg19	https://www.encodeproject.org/files/ENCFF973JYD/@@download/ENCFF973JYD.bam	https://www.encodeproject.org/files/ENCFF201JLG/@@download/ENCFF201JLG.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	Roadmap	Roadmap	0.0	0.0	0.0	0.0	single-ended	single-ended	1503650507	2068628939	1_2	1_2	0.0	0.0	f2e0edd12a89c03458f908ff50c483db	a2a52072a128217605d329b0da6cd618	s3://encode-public/2017/12/06/7f343db5-4637-4011-9036-be549b1e8d32/ENCFF973JYD.bam	s3://encode-public/2016/12/19/0d588e2e-cd3e-49ec-8054-0716e0244eb0/ENCFF201JLG.bam	ENCFF201JLG
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	biological replicates with identical biosample	0.0	0.0	low read depth	low read depth, mild to moderate bottlenecking, low read length, inconsistent platforms	1	2	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	EFO:0002713	EFO:0002713	Panc1	0.0	0.0	0.0	cell line	cell line	0.0	0.0	ENCFF001EEF, ENCFF549HLL	ENCFF000VJH, ENCFF807MUK	ENCSR000EPT	ENCSR000EXK	2010-12-16	2011-10-07	0.0	H3K27ac-human	released	released	ENCFF241WRU	ENCFF136XNV	hg19	https://www.encodeproject.org/files/ENCFF241WRU/@@download/ENCFF241WRU.bam	https://www.encodeproject.org/files/ENCFF136XNV/@@download/ENCFF136XNV.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	1622953444	1143400490	1_1	2_1	0.0	0.0	0cfd484f2e878b91c7e599dee41ecc1e	1358e738b905cb6eb6c6015c490c910b	s3://encode-public/2017/09/05/a6e313f3-da02-4801-bad4-f0c6d0a9e4db/ENCFF241WRU.bam	s3://encode-public/2017/04/04/fd3147cc-abf1-4ad5-a428-1b2189035705/ENCFF136XNV.bam	ENCFF136XNV
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	biological replicates with identical biosample	0.0	0.0	low read depth	low read depth, mild to moderate bottlenecking, low read length, inconsistent platforms	1	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	EFO:0002713	EFO:0002713	Panc1	0.0	0.0	0.0	cell line	cell line	0.0	0.0	ENCFF001EEF, ENCFF549HLL	ENCFF000VJD, ENCFF807MUK	ENCSR000EPT	ENCSR000EXK	2010-12-16	2011-10-07	0.0	H3K27ac-human	released	released	ENCFF241WRU	ENCFF325UTK	hg19	https://www.encodeproject.org/files/ENCFF241WRU/@@download/ENCFF241WRU.bam	https://www.encodeproject.org/files/ENCFF325UTK/@@download/ENCFF325UTK.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	1622953444	1666026784	1_1	1_1	0.0	0.0	0cfd484f2e878b91c7e599dee41ecc1e	7bab530e3ff017d9801a76250158b12d	s3://encode-public/2017/09/05/a6e313f3-da02-4801-bad4-f0c6d0a9e4db/ENCFF241WRU.bam	s3://encode-public/2017/04/04/092e3762-d3bc-4e2b-8398-c073f8017fa9/ENCFF325UTK.bam	ENCFF325UTK
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	biological replicates with identical biosample	0.0	0.0	low read depth	low read depth, mild to moderate bottlenecking, low read length, inconsistent platforms	2	2	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	EFO:0002713	EFO:0002713	Panc1	0.0	0.0	0.0	cell line	cell line	0.0	0.0	ENCFF001EEG, ENCFF549HLL	ENCFF000VJH, ENCFF807MUK	ENCSR000EPT	ENCSR000EXK	2010-12-16	2011-10-07	0.0	H3K27ac-human	released	released	ENCFF317NXQ	ENCFF136XNV	hg19	https://www.encodeproject.org/files/ENCFF317NXQ/@@download/ENCFF317NXQ.bam	https://www.encodeproject.org/files/ENCFF136XNV/@@download/ENCFF136XNV.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	1632211787	1143400490	2_1	2_1	0.0	0.0	8d9e74b757136b028a56e6b1bea491f0	1358e738b905cb6eb6c6015c490c910b	s3://encode-public/2017/09/05/bf8adfda-2bd6-490d-bacc-3bd18601c5c1/ENCFF317NXQ.bam	s3://encode-public/2017/04/04/fd3147cc-abf1-4ad5-a428-1b2189035705/ENCFF136XNV.bam	ENCFF136XNV
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	biological replicates with identical biosample	0.0	0.0	low read depth	low read depth, mild to moderate bottlenecking, low read length, inconsistent platforms	2	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	EFO:0002713	EFO:0002713	Panc1	0.0	0.0	0.0	cell line	cell line	0.0	0.0	ENCFF001EEG, ENCFF549HLL	ENCFF000VJD, ENCFF807MUK	ENCSR000EPT	ENCSR000EXK	2010-12-16	2011-10-07	0.0	H3K27ac-human	released	released	ENCFF317NXQ	ENCFF325UTK	hg19	https://www.encodeproject.org/files/ENCFF317NXQ/@@download/ENCFF317NXQ.bam	https://www.encodeproject.org/files/ENCFF325UTK/@@download/ENCFF325UTK.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	1632211787	1666026784	2_1	1_1	0.0	0.0	8d9e74b757136b028a56e6b1bea491f0	7bab530e3ff017d9801a76250158b12d	s3://encode-public/2017/09/05/bf8adfda-2bd6-490d-bacc-3bd18601c5c1/ENCFF317NXQ.bam	s3://encode-public/2017/04/04/092e3762-d3bc-4e2b-8398-c073f8017fa9/ENCFF325UTK.bam	ENCFF325UTK
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	insufficient read depth	low read depth	moderate library complexity, low read length, mild to moderate bottlenecking	1	2	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:0002372	CL:0002372	myotube	0.0	0.0	0.0	in vitro differentiated cells	in vitro differentiated cells	0.0	0.0	ENCFF001DOC, ENCFF549HLL	ENCFF000BOU, ENCFF807MUK	ENCSR000EOP	ENCSR000ANV	2011-10-19	2011-02-10	0.0	H3K27ac-human	released	released	ENCFF718SNV	ENCFF776DRD	hg19	https://www.encodeproject.org/files/ENCFF718SNV/@@download/ENCFF718SNV.bam	https://www.encodeproject.org/files/ENCFF776DRD/@@download/ENCFF776DRD.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	1682797272	520638265	1_1	2_1	0.0	0.0	662e9074fe0c1596c0223e89dddce0d9	6888ce56177ce81289660e90f1712626	s3://encode-public/2017/09/05/70c551e4-4cff-44bd-b559-fb93c764f5e2/ENCFF718SNV.bam	s3://encode-public/2017/04/04/41a05b38-a3f8-4249-b8a6-d1acffbaf83e/ENCFF776DRD.bam	ENCFF776DRD
