Assay_Accessibility	Assay_H3K27ac	Audit ERROR_Accessibility	Audit ERROR_H3K27ac	Audit INTERNAL_ACTION_Accessibility	Audit INTERNAL_ACTION_H3K27ac	Audit NOT_COMPLIANT_Accessibility	Audit NOT_COMPLIANT_H3K27ac	Audit WARNING_Accessibility	Audit WARNING_H3K27ac	Biological replicate(s)_Accessibility	Biological replicate(s)_H3K27ac	Biosample genetic modifications categories	Biosample genetic modifications gene targets	Biosample genetic modifications methods	Biosample genetic modifications site coordinates_Accessibility	Biosample genetic modifications site coordinates_H3K27ac	Biosample genetic modifications targets	Biosample genetic modifications zygosity_Accessibility	Biosample genetic modifications zygosity_H3K27ac	Biosample organism	Biosample term id_Accessibility	Biosample term id_H3K27ac	Biosample term name	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample type_Accessibility	Biosample type_H3K27ac	Controlled by_Accessibility	Controlled by_H3K27ac	Derived from_Accessibility	Derived from_H3K27ac	Experiment accession_Accessibility	Experiment accession_H3K27ac	Experiment date released_Accessibility	Experiment date released_H3K27ac	Experiment target_Accessibility	Experiment target_H3K27ac	File Status_Accessibility	File Status_H3K27ac	File accession_Accessibility	File accession_Accessibility bam	File accession_H3K27ac	File accession_H3K27ac bam	File assembly	File download URL_Accessibility	File download URL_H3K27ac	File format	File format type_Accessibility	File format type_H3K27ac	File type	Genome annotation	Lab	Library crosslinking method_Accessibility	Library crosslinking method_H3K27ac	Library depleted in_Accessibility	Library depleted in_H3K27ac	Library extraction method_Accessibility	Library extraction method_H3K27ac	Library fragmentation method_Accessibility	Library fragmentation method_H3K27ac	Library lysis method_Accessibility	Library lysis method_H3K27ac	Library made from_Accessibility	Library made from_H3K27ac	Library size range_Accessibility	Library size range_H3K27ac	Library strand specific_Accessibility	Library strand specific_H3K27ac	Mapped read length_Accessibility	Mapped read length_H3K27ac	Output type	Paired end_Accessibility	Paired end_H3K27ac	Paired with_Accessibility	Paired with_H3K27ac	Platform_Accessibility	Platform_H3K27ac	Project_Accessibility	Project_H3K27ac	RBNS protein concentration_Accessibility	RBNS protein concentration_H3K27ac	Read length_Accessibility	Read length_H3K27ac	Run type_Accessibility	Run type_H3K27ac	Size_Accessibility	Size_H3K27ac	Technical replicate(s)_Accessibility	Technical replicate(s)_H3K27ac	dbxrefs_Accessibility	dbxrefs_H3K27ac	md5sum_Accessibility	md5sum_H3K27ac	s3_uri_Accessibility	s3_uri_H3K27ac
DNase-seq DNase-seq	ChIP-seq ChIP-seq	0.0	0.0	experiment not submitted to GEO	0.0	0.0	0.0	low spot score	mixed read lengths, mild to moderate bottlenecking, low read length, moderate library complexity	1	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	UBERON:0002369	UBERON:0002369	adrenal gland	0.0	0.0	0.0	tissue	tissue	0.0	0.0	ENCFF002SGY, ENCFF168RHT, ENCFF296PIU, ENCFF549HLL, ENCFF652RZI, ENCFF661NMZ, ENCFF872NWL	ENCFF113XXR, ENCFF807MUK, ENCFF965NCN	ENCSR597NVK	ENCSR405ESP	2017-10-01	2013-07-31	0.0	H3K27ac-human	released	released	ENCFF241DIK	ENCFF241DIK	ENCFF767CWF	ENCFF767CWF	hg19	https://www.encodeproject.org/files/ENCFF241DIK/@@download/ENCFF241DIK.bam	https://www.encodeproject.org/files/ENCFF767CWF/@@download/ENCFF767CWF.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	Roadmap	0.0	0.0	0.0	0.0	single-ended	single-ended	12651541312	4047507701	1_1	1_1, 1_3	0.0	0.0	1384e7dfb65c787cb0e378873a9e3a6b	c22c06a3800e1f9513f6ba22354a4fbb	s3://encode-public/2017/09/19/3fbff4f9-dab6-4c0a-bc3d-417c09cb9249/ENCFF241DIK.bam	s3://encode-public/2017/05/24/9f6ccb61-7622-4621-81d4-2b968bfc5cc6/ENCFF767CWF.bam
DNase-seq DNase-seq	ChIP-seq ChIP-seq	0.0	0.0	experiment not submitted to GEO	0.0	0.0	0.0	low spot score	0.0	1	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	UBERON:0002369	UBERON:0002369	adrenal gland	0.0	0.0	0.0	tissue	tissue	0.0	0.0	ENCFF002SGY, ENCFF168RHT, ENCFF296PIU, ENCFF549HLL, ENCFF652RZI, ENCFF661NMZ, ENCFF872NWL	ENCFF166ZJN, ENCFF259ULI, ENCFF674WFL, ENCFF807MUK, ENCFF970BWS	ENCSR597NVK	ENCSR086QZY	2017-10-01	2018-12-15	0.0	H3K27ac-human	released	released	ENCFF241DIK	ENCFF241DIK	ENCFF586RNI	ENCFF586RNI	hg19	https://www.encodeproject.org/files/ENCFF241DIK/@@download/ENCFF241DIK.bam	https://www.encodeproject.org/files/ENCFF586RNI/@@download/ENCFF586RNI.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	76.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	12651541312	2309903927	1_1	1_1, 1_2	0.0	0.0	1384e7dfb65c787cb0e378873a9e3a6b	19a0ab866bda10eab1e28df0d26d5a54	s3://encode-public/2017/09/19/3fbff4f9-dab6-4c0a-bc3d-417c09cb9249/ENCFF241DIK.bam	s3://encode-public/2018/12/12/471ce004-7f5d-475d-a063-15e1e84635f1/ENCFF586RNI.bam
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	0.0	low read depth, low spot score	mixed read lengths, mild to moderate bottlenecking, low read length, moderate library complexity	1	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	UBERON:0002369	UBERON:0002369	adrenal gland	0.0	0.0	0.0	tissue	tissue	0.0	0.0	ENCFF294INJ, ENCFF461SIX, ENCFF549HLL	ENCFF113XXR, ENCFF807MUK, ENCFF965NCN	ENCSR866RCY	ENCSR405ESP	2013-07-31	2013-07-31	0.0	H3K27ac-human	released	released	ENCFF582OVE	ENCFF582OVE	ENCFF767CWF	ENCFF767CWF	hg19	https://www.encodeproject.org/files/ENCFF582OVE/@@download/ENCFF582OVE.bam	https://www.encodeproject.org/files/ENCFF767CWF/@@download/ENCFF767CWF.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	Roadmap	Roadmap	0.0	0.0	0.0	0.0	single-ended	single-ended	1806185889	4047507701	1_2	1_1, 1_3	0.0	0.0	f6b75b04ba6260757dbac4e6af8c9c4c	c22c06a3800e1f9513f6ba22354a4fbb	s3://encode-public/2017/09/19/e08217f2-7a11-443b-be9e-1f0f769cfa84/ENCFF582OVE.bam	s3://encode-public/2017/05/24/9f6ccb61-7622-4621-81d4-2b968bfc5cc6/ENCFF767CWF.bam
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	0.0	low read depth, low spot score	0.0	1	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	UBERON:0002369	UBERON:0002369	adrenal gland	0.0	0.0	0.0	tissue	tissue	0.0	0.0	ENCFF294INJ, ENCFF461SIX, ENCFF549HLL	ENCFF166ZJN, ENCFF259ULI, ENCFF674WFL, ENCFF807MUK, ENCFF970BWS	ENCSR866RCY	ENCSR086QZY	2013-07-31	2018-12-15	0.0	H3K27ac-human	released	released	ENCFF582OVE	ENCFF582OVE	ENCFF586RNI	ENCFF586RNI	hg19	https://www.encodeproject.org/files/ENCFF582OVE/@@download/ENCFF582OVE.bam	https://www.encodeproject.org/files/ENCFF586RNI/@@download/ENCFF586RNI.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	76.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	Roadmap	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	1806185889	2309903927	1_2	1_1, 1_2	0.0	0.0	f6b75b04ba6260757dbac4e6af8c9c4c	19a0ab866bda10eab1e28df0d26d5a54	s3://encode-public/2017/09/19/e08217f2-7a11-443b-be9e-1f0f769cfa84/ENCFF582OVE.bam	s3://encode-public/2018/12/12/471ce004-7f5d-475d-a063-15e1e84635f1/ENCFF586RNI.bam
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	0.0	low read depth	mixed read lengths, mild to moderate bottlenecking, low read length, moderate library complexity	1	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	UBERON:0002369	UBERON:0002369	adrenal gland	0.0	0.0	0.0	tissue	tissue	0.0	0.0	ENCFF549HLL, ENCFF627NJR, ENCFF953QYX, ENCFF972GUR	ENCFF113XXR, ENCFF807MUK, ENCFF965NCN	ENCSR060BFU	ENCSR405ESP	2013-07-31	2013-07-31	0.0	H3K27ac-human	released	released	ENCFF177WEY	ENCFF177WEY	ENCFF767CWF	ENCFF767CWF	hg19	https://www.encodeproject.org/files/ENCFF177WEY/@@download/ENCFF177WEY.bam	https://www.encodeproject.org/files/ENCFF767CWF/@@download/ENCFF767CWF.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	Roadmap	Roadmap	0.0	0.0	0.0	0.0	single-ended	single-ended	2656180678	4047507701	1_3	1_1, 1_3	0.0	0.0	6a3107a44573da0a1b2144a0ec6236c9	c22c06a3800e1f9513f6ba22354a4fbb	s3://encode-public/2017/09/19/dad0e6c3-d797-4556-b862-9c36a3c71831/ENCFF177WEY.bam	s3://encode-public/2017/05/24/9f6ccb61-7622-4621-81d4-2b968bfc5cc6/ENCFF767CWF.bam
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	0.0	low read depth	0.0	1	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	UBERON:0002369	UBERON:0002369	adrenal gland	0.0	0.0	0.0	tissue	tissue	0.0	0.0	ENCFF549HLL, ENCFF627NJR, ENCFF953QYX, ENCFF972GUR	ENCFF166ZJN, ENCFF259ULI, ENCFF674WFL, ENCFF807MUK, ENCFF970BWS	ENCSR060BFU	ENCSR086QZY	2013-07-31	2018-12-15	0.0	H3K27ac-human	released	released	ENCFF177WEY	ENCFF177WEY	ENCFF586RNI	ENCFF586RNI	hg19	https://www.encodeproject.org/files/ENCFF177WEY/@@download/ENCFF177WEY.bam	https://www.encodeproject.org/files/ENCFF586RNI/@@download/ENCFF586RNI.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	76.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	Roadmap	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	2656180678	2309903927	1_3	1_1, 1_2	0.0	0.0	6a3107a44573da0a1b2144a0ec6236c9	19a0ab866bda10eab1e28df0d26d5a54	s3://encode-public/2017/09/19/dad0e6c3-d797-4556-b862-9c36a3c71831/ENCFF177WEY.bam	s3://encode-public/2018/12/12/471ce004-7f5d-475d-a063-15e1e84635f1/ENCFF586RNI.bam
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	0.0	low read depth, low spot score	mixed read lengths, mild to moderate bottlenecking, low read length, moderate library complexity	1	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	UBERON:0002369	UBERON:0002369	adrenal gland	0.0	0.0	0.0	tissue	tissue	0.0	0.0	ENCFF129QFX, ENCFF206TOI, ENCFF549HLL	ENCFF113XXR, ENCFF807MUK, ENCFF965NCN	ENCSR080PZL	ENCSR405ESP	2013-07-31	2013-07-31	0.0	H3K27ac-human	released	released	ENCFF573BQH	ENCFF573BQH	ENCFF767CWF	ENCFF767CWF	hg19	https://www.encodeproject.org/files/ENCFF573BQH/@@download/ENCFF573BQH.bam	https://www.encodeproject.org/files/ENCFF767CWF/@@download/ENCFF767CWF.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	Roadmap	Roadmap	0.0	0.0	0.0	0.0	single-ended	single-ended	3010931795	4047507701	1_2	1_1, 1_3	0.0	0.0	0a841f095a59814a7f5122c645e62318	c22c06a3800e1f9513f6ba22354a4fbb	s3://encode-public/2017/09/19/c50450dd-9a55-49b9-8842-a29d761c5719/ENCFF573BQH.bam	s3://encode-public/2017/05/24/9f6ccb61-7622-4621-81d4-2b968bfc5cc6/ENCFF767CWF.bam
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	0.0	low read depth, low spot score	0.0	1	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	UBERON:0002369	UBERON:0002369	adrenal gland	0.0	0.0	0.0	tissue	tissue	0.0	0.0	ENCFF129QFX, ENCFF206TOI, ENCFF549HLL	ENCFF166ZJN, ENCFF259ULI, ENCFF674WFL, ENCFF807MUK, ENCFF970BWS	ENCSR080PZL	ENCSR086QZY	2013-07-31	2018-12-15	0.0	H3K27ac-human	released	released	ENCFF573BQH	ENCFF573BQH	ENCFF586RNI	ENCFF586RNI	hg19	https://www.encodeproject.org/files/ENCFF573BQH/@@download/ENCFF573BQH.bam	https://www.encodeproject.org/files/ENCFF586RNI/@@download/ENCFF586RNI.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	76.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	Roadmap	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	3010931795	2309903927	1_2	1_1, 1_2	0.0	0.0	0a841f095a59814a7f5122c645e62318	19a0ab866bda10eab1e28df0d26d5a54	s3://encode-public/2017/09/19/c50450dd-9a55-49b9-8842-a29d761c5719/ENCFF573BQH.bam	s3://encode-public/2018/12/12/471ce004-7f5d-475d-a063-15e1e84635f1/ENCFF586RNI.bam
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	0.0	low read depth, low spot score	mixed read lengths, mild to moderate bottlenecking, low read length, moderate library complexity	1	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	UBERON:0002369	UBERON:0002369	adrenal gland	0.0	0.0	0.0	tissue	tissue	0.0	0.0	ENCFF111FYY, ENCFF217BAD, ENCFF549HLL, ENCFF783HCO, ENCFF828MHF	ENCFF113XXR, ENCFF807MUK, ENCFF965NCN	ENCSR419MZH	ENCSR405ESP	2013-07-31	2013-07-31	0.0	H3K27ac-human	released	released	ENCFF310XCB	ENCFF310XCB	ENCFF767CWF	ENCFF767CWF	hg19	https://www.encodeproject.org/files/ENCFF310XCB/@@download/ENCFF310XCB.bam	https://www.encodeproject.org/files/ENCFF767CWF/@@download/ENCFF767CWF.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	Roadmap	Roadmap	0.0	0.0	0.0	0.0	single-ended	single-ended	1508718817	4047507701	1_3	1_1, 1_3	0.0	0.0	729602601b59424422ff8624317cdf88	c22c06a3800e1f9513f6ba22354a4fbb	s3://encode-public/2017/09/19/95dd2fb8-564c-4987-a0d2-488d2eddc41e/ENCFF310XCB.bam	s3://encode-public/2017/05/24/9f6ccb61-7622-4621-81d4-2b968bfc5cc6/ENCFF767CWF.bam
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	0.0	low read depth, low spot score	0.0	1	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	UBERON:0002369	UBERON:0002369	adrenal gland	0.0	0.0	0.0	tissue	tissue	0.0	0.0	ENCFF111FYY, ENCFF217BAD, ENCFF549HLL, ENCFF783HCO, ENCFF828MHF	ENCFF166ZJN, ENCFF259ULI, ENCFF674WFL, ENCFF807MUK, ENCFF970BWS	ENCSR419MZH	ENCSR086QZY	2013-07-31	2018-12-15	0.0	H3K27ac-human	released	released	ENCFF310XCB	ENCFF310XCB	ENCFF586RNI	ENCFF586RNI	hg19	https://www.encodeproject.org/files/ENCFF310XCB/@@download/ENCFF310XCB.bam	https://www.encodeproject.org/files/ENCFF586RNI/@@download/ENCFF586RNI.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	76.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	Roadmap	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	1508718817	2309903927	1_3	1_1, 1_2	0.0	0.0	729602601b59424422ff8624317cdf88	19a0ab866bda10eab1e28df0d26d5a54	s3://encode-public/2017/09/19/95dd2fb8-564c-4987-a0d2-488d2eddc41e/ENCFF310XCB.bam	s3://encode-public/2018/12/12/471ce004-7f5d-475d-a063-15e1e84635f1/ENCFF586RNI.bam
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	0.0	low read depth, low spot score	mixed read lengths, mild to moderate bottlenecking, low read length, moderate library complexity	1	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	UBERON:0002369	UBERON:0002369	adrenal gland	0.0	0.0	0.0	tissue	tissue	0.0	0.0	ENCFF500CZF, ENCFF549HLL, ENCFF695JMI	ENCFF113XXR, ENCFF807MUK, ENCFF965NCN	ENCSR856QJX	ENCSR405ESP	2013-07-31	2013-07-31	0.0	H3K27ac-human	released	released	ENCFF817JBV	ENCFF817JBV	ENCFF767CWF	ENCFF767CWF	hg19	https://www.encodeproject.org/files/ENCFF817JBV/@@download/ENCFF817JBV.bam	https://www.encodeproject.org/files/ENCFF767CWF/@@download/ENCFF767CWF.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	Roadmap	Roadmap	0.0	0.0	0.0	0.0	single-ended	single-ended	1920025374	4047507701	1_2	1_1, 1_3	0.0	0.0	8309739092098ccaec09e3a6fda4dc4c	c22c06a3800e1f9513f6ba22354a4fbb	s3://encode-public/2017/09/19/0f8c7600-dac6-41a4-a1d0-e6de7249c275/ENCFF817JBV.bam	s3://encode-public/2017/05/24/9f6ccb61-7622-4621-81d4-2b968bfc5cc6/ENCFF767CWF.bam
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	0.0	low read depth, low spot score	0.0	1	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	UBERON:0002369	UBERON:0002369	adrenal gland	0.0	0.0	0.0	tissue	tissue	0.0	0.0	ENCFF500CZF, ENCFF549HLL, ENCFF695JMI	ENCFF166ZJN, ENCFF259ULI, ENCFF674WFL, ENCFF807MUK, ENCFF970BWS	ENCSR856QJX	ENCSR086QZY	2013-07-31	2018-12-15	0.0	H3K27ac-human	released	released	ENCFF817JBV	ENCFF817JBV	ENCFF586RNI	ENCFF586RNI	hg19	https://www.encodeproject.org/files/ENCFF817JBV/@@download/ENCFF817JBV.bam	https://www.encodeproject.org/files/ENCFF586RNI/@@download/ENCFF586RNI.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	76.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	Roadmap	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	1920025374	2309903927	1_2	1_1, 1_2	0.0	0.0	8309739092098ccaec09e3a6fda4dc4c	19a0ab866bda10eab1e28df0d26d5a54	s3://encode-public/2017/09/19/0f8c7600-dac6-41a4-a1d0-e6de7249c275/ENCFF817JBV.bam	s3://encode-public/2018/12/12/471ce004-7f5d-475d-a063-15e1e84635f1/ENCFF586RNI.bam
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	0.0	low read depth, low spot score	mixed read lengths, mild to moderate bottlenecking, low read length, moderate library complexity	1	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	UBERON:0002369	UBERON:0002369	adrenal gland	0.0	0.0	0.0	tissue	tissue	0.0	0.0	ENCFF047ZIR, ENCFF318WII, ENCFF549HLL, ENCFF635FAN, ENCFF661HFJ	ENCFF113XXR, ENCFF807MUK, ENCFF965NCN	ENCSR696XSJ	ENCSR405ESP	2013-07-31	2013-07-31	0.0	H3K27ac-human	released	released	ENCFF793IOH	ENCFF793IOH	ENCFF767CWF	ENCFF767CWF	hg19	https://www.encodeproject.org/files/ENCFF793IOH/@@download/ENCFF793IOH.bam	https://www.encodeproject.org/files/ENCFF767CWF/@@download/ENCFF767CWF.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	Roadmap	Roadmap	0.0	0.0	0.0	0.0	single-ended	single-ended	2336895228	4047507701	1_4	1_1, 1_3	0.0	0.0	95517c1ae60c3702914e899afb3599c3	c22c06a3800e1f9513f6ba22354a4fbb	s3://encode-public/2017/09/19/1459ef6b-cd61-4a1e-abbc-21e2ea724108/ENCFF793IOH.bam	s3://encode-public/2017/05/24/9f6ccb61-7622-4621-81d4-2b968bfc5cc6/ENCFF767CWF.bam
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	0.0	low read depth, low spot score	0.0	1	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	UBERON:0002369	UBERON:0002369	adrenal gland	0.0	0.0	0.0	tissue	tissue	0.0	0.0	ENCFF047ZIR, ENCFF318WII, ENCFF549HLL, ENCFF635FAN, ENCFF661HFJ	ENCFF166ZJN, ENCFF259ULI, ENCFF674WFL, ENCFF807MUK, ENCFF970BWS	ENCSR696XSJ	ENCSR086QZY	2013-07-31	2018-12-15	0.0	H3K27ac-human	released	released	ENCFF793IOH	ENCFF793IOH	ENCFF586RNI	ENCFF586RNI	hg19	https://www.encodeproject.org/files/ENCFF793IOH/@@download/ENCFF793IOH.bam	https://www.encodeproject.org/files/ENCFF586RNI/@@download/ENCFF586RNI.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	76.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	Roadmap	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	2336895228	2309903927	1_4	1_1, 1_2	0.0	0.0	95517c1ae60c3702914e899afb3599c3	19a0ab866bda10eab1e28df0d26d5a54	s3://encode-public/2017/09/19/1459ef6b-cd61-4a1e-abbc-21e2ea724108/ENCFF793IOH.bam	s3://encode-public/2018/12/12/471ce004-7f5d-475d-a063-15e1e84635f1/ENCFF586RNI.bam
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	0.0	low read depth, low spot score	mixed read lengths, mild to moderate bottlenecking, low read length, moderate library complexity	1	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	UBERON:0002369	UBERON:0002369	adrenal gland	0.0	0.0	0.0	tissue	tissue	0.0	0.0	ENCFF149EPY, ENCFF414WFK, ENCFF529NSR, ENCFF549HLL, ENCFF564QHA, ENCFF702FIW, ENCFF916IPH, ENCFF934GEX	ENCFF113XXR, ENCFF807MUK, ENCFF965NCN	ENCSR728BAD	ENCSR405ESP	2013-07-31	2013-07-31	0.0	H3K27ac-human	released	released	ENCFF510OHP	ENCFF510OHP	ENCFF767CWF	ENCFF767CWF	hg19	https://www.encodeproject.org/files/ENCFF510OHP/@@download/ENCFF510OHP.bam	https://www.encodeproject.org/files/ENCFF767CWF/@@download/ENCFF767CWF.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	Roadmap	Roadmap	0.0	0.0	0.0	0.0	single-ended	single-ended	1591170559	4047507701	1_7	1_1, 1_3	0.0	0.0	b29c6f1523483dc3ce65f7d673033988	c22c06a3800e1f9513f6ba22354a4fbb	s3://encode-public/2017/09/19/e682e6fc-7b22-42ec-b551-0e4de2c8fc36/ENCFF510OHP.bam	s3://encode-public/2017/05/24/9f6ccb61-7622-4621-81d4-2b968bfc5cc6/ENCFF767CWF.bam
